setting,path,composition,task_order,round,send_fraction,return_ratio
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,game,5,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,game,6,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,game,7,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,game,8,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,game,9,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_000_neutral_rep01.json,Sonnet+GPT,game,10,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,1,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,2,0.4,0.006666666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,3,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,4,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,5,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,6,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,7,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,8,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,9,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_001_neutral_rep03.json,Sonnet+GPT,game,10,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,1,1.0,0.444
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,2,0.8,0.4183333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,3,1.0,0.48000000000000004
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,4,0.9,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,5,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,6,0.5,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,7,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,8,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,9,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gpt_sonnet_n3_002_neutral_rep05.json,Sonnet+GPT,game,10,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,1,1.0,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,2,0.6,0.34444444444444444
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,3,1.0,0.4766666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,4,1.0,0.48133333333333334
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,5,1.0,0.461
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,6,1.0,0.48800000000000004
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,7,1.0,0.452
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,8,1.0,0.426
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,9,1.0,0.478
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,10,1.0,0.453
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,1,1.0,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,2,0.6,0.4466666666666666
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,3,1.0,0.415
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,4,0.8,0.37999999999999995
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,5,1.0,0.412
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,6,1.0,0.417
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,7,1.0,0.449
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,8,1.0,0.449
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,9,1.0,0.437
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,10,1.0,0.442
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,1,1.0,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,2,0.8,0.44249999999999995
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,3,1.0,0.38533333333333336
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,4,1.0,0.476
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,5,1.0,0.445
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,6,1.0,0.4986666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,7,1.0,0.45899999999999996
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,8,1.0,0.47
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,9,1.0,0.418
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Gemini+GPT,game_myth,10,1.0,0.431
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,1,1.0,0.4666666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,2,0.9,0.4444444444444444
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,3,1.0,0.45
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,4,0.9,0.3933333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,5,1.0,0.4713333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,6,1.0,0.426
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,7,1.0,0.41000000000000003
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,8,1.0,0.46799999999999997
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,9,1.0,0.4593333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,10,1.0,0.40599999999999997
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,1,1.0,0.5346666666666666
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,2,0.8,0.45999999999999996
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,3,1.0,0.604
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,4,0.9,0.40888888888888886
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,5,1.0,0.584
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,6,0.85,0.4917647058823529
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,7,1.0,0.604
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,8,1.0,0.4666666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,9,1.0,0.6226666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,10,1.0,0.464
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,1,1.0,0.43333333333333335
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_gemini_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+Gemini,game_myth,2,0.8880000000000001,0.4864864864864865
